"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR"
"657",657,2004,"05-Sep-04","Fo Tau Fun Chau","China",22.3379,114.364,4,"Bleaching (% of population)",0,"ERG055",2.3,302.23,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"658",658,2005,"07-Aug-05","Fo Tau Fun Chau","China",22.3379,114.364,3,"Bleaching (% of population)",0,"ERG055",2.04,300.63,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"659",659,2006,"22-Jul-06","Fo Tau Fun Chau","China",22.3379,114.364,4,"Bleaching (% of population)",0,"ERG055",8.34,301.47,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"660",660,2007,"07-Aug-07","Fo Tau Fun Chau","China",22.3379,114.364,4.5,"Bleaching (% of population)",0,"ERG055",6.35,303.22,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"661",661,2008,"02-Aug-08","Fo Tau Fun Chau","China",22.3379,114.364,4,"Bleaching (% of population)",0,"ERG055",5.05,302.11,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"662",662,2009,"15-Sep-09","Fo Tau Fun Chau","China",22.3379,114.364,2,"Bleaching (% of population)",0,"ERG055",6.93,301.3,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"663",663,2010,"04-Sep-10","Fo Tau Fun Chau","China",22.3379,114.364,2.5,"Bleaching (% of population)",0,"ERG055",8.55,302.59,30400341.568388,13090945.501009,4795351.92211533,"Non MPA",NA
"664",664,2006,"12-Aug-06","Pak Lap Tsai","China",22.354,114.366,4.4,"Bleaching (% of population)",16,"ERG055",2.95,302.19,30582775.9848309,13505885.6535368,4902621.89985275,"Non MPA",NA
"665",665,2007,"04-Aug-07","Pak Lap Tsai","China",22.354,114.366,3.5,"Bleaching (% of population)",0,"ERG055",6.35,303.22,30582775.9848309,13505885.6535368,4902621.89985275,"Non MPA",NA
"666",666,2008,"02-Aug-08","Pak Lap Tsai","China",22.354,114.366,4,"Bleaching (% of population)",0,"ERG055",5.05,302.11,30582775.9848309,13505885.6535368,4902621.89985275,"Non MPA",NA
"667",667,2009,"13-Sep-09","Pak Lap Tsai","China",22.354,114.366,4,"Bleaching (% of population)",0,"ERG055",6.93,301.3,30582775.9848309,13505885.6535368,4902621.89985275,"Non MPA",NA
"668",668,2010,"21-Aug-10","Pak Lap Tsai","China",22.354,114.366,4,"Bleaching (% of population)",5,"ERG055",4.49,304.13,30582775.9848309,13505885.6535368,4902621.89985275,"Non MPA",NA
"669",669,2002,"21-Jul-02","Pak Lap Tsai","China",22.3527,114.369,7,"Bleaching (% of population)",7,"ERG055",5.15,300.83,30544715.1762981,13295865.3055868,4902621.89985275,"Non MPA",NA
"670",670,2005,"17-Sep-05","Siu Long Kei","China",22.3733,114.382,3,"Bleaching (% of population)",0,"ERG055",1.42,301.26,30802066.2771893,13464057.1242075,4176628.02661896,"Non MPA",NA
"671",671,2006,"07-Aug-06","Siu Long Kei","China",22.3733,114.382,4,"Bleaching (% of population)",44,"ERG055",4.47,302.82,30802066.2771893,13464057.1242075,4176628.02661896,"Non MPA",NA
"672",672,2007,"09-Sep-07","Siu Long Kei","China",22.3733,114.382,3.5,"Bleaching (% of population)",0,"ERG055",5.74,300.37,30802066.2771893,13464057.1242075,4176628.02661896,"Non MPA",NA
"673",673,2008,"29-Jul-08","Siu Long Kei","China",22.3733,114.382,4,"Bleaching (% of population)",0,"ERG055",3.5,303.23,30802066.2771893,13464057.1242075,4176628.02661896,"Non MPA",NA
"674",674,2009,"19-Jul-09","Siu Long Kei","China",22.3733,114.382,3.5,"Bleaching (% of population)",0,"ERG055",3.74,299.61,30802066.2771893,13464057.1242075,4176628.02661896,"Non MPA",NA
"675",675,2010,"01-Jul-10","Siu Long Kei","China",22.3733,114.382,5,"Bleaching (% of population)",20,"ERG055",0,300.58,30802066.2771893,13464057.1242075,4176628.02661896,"Non MPA",NA
"676",676,2010,"19-Sep-10","Long Ke","China",22.3723,114.383,8,"Bleaching (% of population)",0,"ERG055",8.37,302.76,30671550.2381268,13451295.6730356,4176628.02661896,"Non MPA",NA
"677",677,2009,"08-Nov-09","Bilik","Indonesia",-7.74808,114.367,3,"Bleaching (% of population)",0,"ERG033",0,302.7,5482926.09298313,1156109.1018455,286463.750496864,"MPA","0"
"678",678,2009,"08-Nov-09","Bilik","Indonesia",-7.74808,114.367,10,"Bleaching (% of population)",0,"ERG033",0,302.7,5482926.09298313,1156109.1018455,286463.750496864,"MPA","0"
"679",679,2009,"09-Nov-09","Air Karang","Indonesia",-7.78333,114.422,3,"Bleaching (% of population)",0,"ERG035",0,302.7,5366401.72309196,1142892.37052226,268227.992805481,"MPA","0"
"680",680,2009,"09-Nov-09","Air Karang","Indonesia",-7.78333,114.422,10,"Bleaching (% of population)",0,"ERG035",0,302.7,5366401.72309196,1142892.37052226,268227.992805481,"MPA","0"
"681",681,2005,"01-Oct-05","Wong Ye Kwok","China",22.545,114.433,3,"Bleaching (% of population)",0,"ERG055",1.57,300.03,31774579.1212063,15077088.8631673,1131018.8746233,"Non MPA",NA
"682",682,2007,"25-Aug-07","Wong Ye Kwok","China",22.545,114.433,3,"Bleaching (% of population)",0,"ERG055",1.18,300.49,31774579.1212063,15077088.8631673,1131018.8746233,"Non MPA",NA
"683",683,2008,"14-Sep-08","Wong Ye Kwok","China",22.545,114.433,3,"Bleaching (% of population)",0,"ERG055",0,300.98,31774579.1212063,15077088.8631673,1131018.8746233,"Non MPA",NA
"684",684,2009,"25-Jun-09","Wong Ye Kwok","China",22.545,114.433,3,"Bleaching (% of population)",0,"ERG055",1.1,301.97,31774579.1212063,15077088.8631673,1131018.8746233,"Non MPA",NA
"685",685,2010,"05-Sep-10","A Ye Wan","China",22.5471,114.431,3,"Bleaching (% of population)",2,"ERG055",5.11,303.29,31834144.3714504,15095461.4481282,1189728.22911549,"Non MPA",NA
"686",686,2002,"20-Jul-02","Ah Ye Wan (Tung Ping Chau)","China",22.5461,114.431,2.1,"Bleaching (% of population)",0,"ERG055",3.66,302.6,31831677.73522,15072268.944222,1189728.22911549,"Non MPA",NA
"687",687,2003,"28-Sep-03","Ah Ye Wan (Tung Ping Chau)","China",22.5461,114.431,2,"Bleaching (% of population)",0,"ERG055",6.56,300.13,31831677.73522,15072268.944222,1189728.22911549,"Non MPA",NA
"688",688,2004,"21-Jul-04","Ah Ye Wan (Tung Ping Chau)","China",22.5461,114.431,3,"Bleaching (% of population)",0,"ERG055",9.27,301.19,31831677.73522,15072268.944222,1189728.22911549,"Non MPA",NA
"689",689,2002,"29-Sep-02","Wong Ye Kwok, Tung Ping Chau","China",22.5446,114.434,2.5,"Bleaching (% of population)",0,"ERG055",2.61,299.66,31662093.9415188,15077088.8631673,1131018.8746233,"Non MPA",NA
"690",690,2003,"27-Aug-03","Wong Ye Kwok, Tung Ping Chau","China",22.5446,114.434,2,"Bleaching (% of population)",0,"ERG055",5.38,303.04,31662093.9415188,15077088.8631673,1131018.8746233,"Non MPA",NA
"691",691,2010,"15-Aug-10","Wong Ye Kwok, Tung Ping Chau","China",22.5446,114.434,1.5,"Bleaching (% of population)",10,"ERG055",1,302.88,31662093.9415188,15077088.8631673,1131018.8746233,"Non MPA",NA
"692",692,2003,"28-Sep-03","Ping Chau (A Ma Wan)","China",22.5417,114.44,2,"Bleaching (% of population)",0,"ERG055",6.56,300.13,31611728.6827927,14530814.2586751,1131018.8746233,"Non MPA",NA
"693",693,2004,"03-Aug-04","A Ma Wan, Tung Ping Chau","China",22.5426,114.44,3,"Bleaching (% of population)",0,"ERG055",8.18,304.13,31614157.7914352,14540824.4920735,1131018.8746233,"Non MPA",NA
"694",694,2010,"29-Aug-10","A Ma Wan, Tung Ping Chau","China",22.5426,114.44,3.5,"Bleaching (% of population)",0,"ERG055",3.12,303.88,31614157.7914352,14540824.4920735,1131018.8746233,"Non MPA",NA
"695",695,2005,"27-Jul-05","A Ma Wan","China",22.5435,114.434,3,"Bleaching (% of population)",0,"ERG055",0,301.27,31739293.8790188,15067078.6297688,1131018.8746233,"Non MPA",NA
"696",696,2006,"01-Sep-06","A Ma Wan","China",22.5435,114.434,3,"Bleaching (% of population)",0,"ERG055",2.86,303.08,31739293.8790188,15067078.6297688,1131018.8746233,"Non MPA",NA
"697",697,2007,"25-Jun-07","A Ma Wan","China",22.5435,114.434,3,"Bleaching (% of population)",0,"ERG055",2.69,301.77,31739293.8790188,15067078.6297688,1131018.8746233,"Non MPA",NA
"698",698,2008,"12-Jul-08","A Ma Wan","China",22.5435,114.434,3,"Bleaching (% of population)",0,"ERG055",0,300.48,31739293.8790188,15067078.6297688,1131018.8746233,"Non MPA",NA
"699",699,2009,"01-Aug-09","A Ma Wan","China",22.5435,114.434,3,"Bleaching (% of population)",0,"ERG055",1.1,302.08,31739293.8790188,15067078.6297688,1131018.8746233,"Non MPA",NA
"700",700,2005,"21-Jul-05","A Ye Wan, Tung Ping Chau","China",22.5365,114.447,2.5,"Bleaching (% of population)",0,"ERG055",0.5525,300.3825,31404632.681572,14423406.6805501,1040128.52696705,"Non MPA",NA
"701",701,2006,"13-Aug-06","A Ye Wan, Tung Ping Chau","China",22.5365,114.447,2,"Bleaching (% of population)",0,"ERG055",3.645,301.795,31404632.681572,14423406.6805501,1040128.52696705,"Non MPA",NA
"702",702,2007,"23-Jun-07","A Ye Wan, Tung Ping Chau","China",22.5365,114.447,3,"Bleaching (% of population)",0,"ERG055",5.63,301.7375,31404632.681572,14423406.6805501,1040128.52696705,"Non MPA",NA
"703",703,2008,"26-Jul-08","A Ye Wan, Tung Ping Chau","China",22.5365,114.447,3,"Bleaching (% of population)",0,"ERG055",5.385,301.7325,31404632.681572,14423406.6805501,1040128.52696705,"Non MPA",NA
"704",704,2009,"01-Aug-09","A Ye Wan, Tung Ping Chau","China",22.5365,114.447,3,"Bleaching (% of population)",0,"ERG055",6.985,302.0075,31404632.681572,14423406.6805501,1040128.52696705,"Non MPA",NA
"705",705,2009,"08-Nov-09","Bama","Indonesia",-7.84117,114.466,10,"Bleaching (% of population)",0,"ERG035",4.42,303.97,5524437.5784248,1183319.26259685,249849.662416458,"MPA","0"
"706",706,2009,"10-Nov-09","Simacan","Indonesia",-7.80914,114.458,3,"Bleaching (% of population)",0,"ERG035",1.2,303.97,5380414.21363293,1100488.82553935,229231.081850052,"MPA","0"
"707",707,2009,"10-Nov-09","Simacan","Indonesia",-7.80914,114.458,10,"Bleaching (% of population)",0,"ERG035",1.2,303.97,5380414.21363293,1100488.82553935,229231.081850052,"MPA","0"
"708",708,2009,"10-Nov-09","Kajang","Indonesia",-7.83444,114.467,3,"Bleaching (% of population)",0,"ERG035",4.42,303.97,5474372.51110302,1176831.64785075,247497.604310989,"MPA","0"
"709",709,2009,"10-Nov-09","Kajang","Indonesia",-7.83444,114.467,10,"Bleaching (% of population)",0,"ERG035",4.42,303.97,5474372.51110302,1176831.64785075,247497.604310989,"MPA","0"
"710",710,2009,"25-Oct-09","Siwa 4","Malaysia",4.27361,113.814,9,"Bleaching (% of population)",1,"ERG049",6.32,302.84,423857.09649682,266700.45857048,49523.6556377411,"Non MPA",NA
"711",711,2010,"24-Jan-10","Siwa 4","Malaysia",4.27361,113.814,8,"Bleaching (% of population)",0,"ERG049",0,302.82,423857.09649682,266700.45857048,49523.6556377411,"Non MPA",NA
"712",712,2010,"27-Feb-10","Siwa 4","Malaysia",4.27361,113.814,8,"Bleaching (% of population)",2,"ERG049",3.43,301.34,423857.09649682,266700.45857048,49523.6556377411,"Non MPA",NA
"713",713,2009,"14-Mar-09","Bali Mandala Bondalem","Indonesia",-8.10744,115.313,3,"Bleaching (% of population)",0,"ERG035",0,304.01,4098315.20455068,1837380.59082031,476201.751953125,"Non MPA",NA
"714",714,2009,"15-Mar-09","Bali Mandala Bondalem","Indonesia",-8.10744,115.313,10,"Bleaching (% of population)",0,"ERG035",0,304.01,4098315.20455068,1837380.59082031,476201.751953125,"Non MPA",NA
"715",715,2009,"15-Mar-09","Ilona Bondalem","Indonesia",-8.10839,115.316,3,"Bleaching (% of population)",0,"ERG035",0,304.01,4103036.29292959,1837380.59082031,476201.751953125,"Non MPA",NA
"716",716,2009,"15-Mar-09","Ilona Bondalem","Indonesia",-8.10839,115.316,10,"Bleaching (% of population)",0,"ERG035",0,304.01,4103036.29292959,1837380.59082031,476201.751953125,"Non MPA",NA
"717",717,2009,"02-Nov-09","Ilona Bondalem","Indonesia",-8.10839,115.316,3,"Bleaching (% of population)",0,"ERG035",4.25,302.63,4103036.29292959,1837380.59082031,476201.751953125,"Non MPA",NA
"718",718,2009,"02-Nov-09","Ilona Bondalem","Indonesia",-8.10839,115.316,10,"Bleaching (% of population)",0,"ERG035",4.25,302.63,4103036.29292959,1837380.59082031,476201.751953125,"Non MPA",NA
"719",719,2009,"14-Mar-09","Bingin Bondalem","Indonesia",-8.11233,115.323,3,"Bleaching (% of population)",0,"ERG035",0,303.64,4235436.56392568,1866803.74804688,476114.583007812,"Non MPA",NA
"720",720,2009,"14-Mar-09","Bingin Bondalem","Indonesia",-8.11233,115.323,10,"Bleaching (% of population)",0,"ERG035",0,303.64,4235436.56392568,1866803.74804688,476114.583007812,"Non MPA",NA
"721",721,2009,"02-Nov-09","Bingin Bondalem","Indonesia",-8.11233,115.323,3,"Bleaching (% of population)",0,"ERG035",3.42,302.58,4235436.56392568,1866803.74804688,476114.583007812,"Non MPA",NA
"722",722,2009,"02-Nov-09","Bingin Bondalem","Indonesia",-8.11233,115.323,9,"Bleaching (% of population)",0,"ERG035",3.42,302.58,4235436.56392568,1866803.74804688,476114.583007812,"Non MPA",NA
"723",723,2009,"02-Nov-09","Philip Bondalem","Indonesia",-8.11203,115.328,3,"Bleaching (% of population)",0,"ERG035",3.42,302.58,4239116.14437002,1859573.88769531,484990.385375977,"Non MPA",NA
"724",724,2009,"02-Nov-09","Philip Bondalem","Indonesia",-8.11203,115.328,6,"Bleaching (% of population)",0,"ERG035",3.42,302.58,4239116.14437002,1859573.88769531,484990.385375977,"Non MPA",NA
"725",725,2009,"02-Nov-09","Camplung Tejakula","Indonesia",-8.12661,115.357,3,"Bleaching (% of population)",0,"ERG035",3.45666666666667,302.583333333333,4483484.78862661,1888488.360156,487876.287719727,"Non MPA",NA
"726",726,2009,"02-Nov-09","Camplung Tejakula","Indonesia",-8.12661,115.357,5,"Bleaching (% of population)",0,"ERG035",3.45666666666667,302.583333333333,4483484.78862661,1888488.360156,487876.287719727,"Non MPA",NA
"727",727,2009,"02-Nov-09","Kayu Duwi Tejakula","Indonesia",-8.12272,115.352,3,"Bleaching (% of population)",0,"ERG035",3.42,302.58,4397533.69466299,1888488.360156,477847.964477539,"Non MPA",NA
"728",728,2009,"02-Nov-09","Kayu Duwi Tejakula","Indonesia",-8.12272,115.352,7,"Bleaching (% of population)",0,"ERG035",3.42,302.58,4397533.69466299,1888488.360156,477847.964477539,"Non MPA",NA
"729",729,2009,"26-Oct-09","Tulamben House Reef","Indonesia",-8.27847,115.595,3,"Bleaching (% of population)",0,"ERG035",0,303.13,5719390.55865091,1517363.81412023,408083.098010004,"Non MPA",NA
"730",730,2009,"26-Oct-09","Tulamben House Reef","Indonesia",-8.27847,115.595,10,"Bleaching (% of population)",0,"ERG035",0,303.13,5719390.55865091,1517363.81412023,408083.098010004,"Non MPA",NA
"731",731,2003,"19-Jun-03","Pulau Daunan","Malaysia",7.37783,117.202,2,"Bleaching (% of population)",100,"ERG045",0,301.89,170687.091685116,51609.0676342845,36278.2469539642,"Non MPA",NA
"732",732,2003,"20-Jun-03","Bankawan East","Malaysia",7.37267,117.222,4,"Bleaching (% of population)",40,"ERG045",0,301.802,170876.832499325,51609.1780042648,36152.4230632782,"Non MPA",NA
"733",733,2003,"18-Jun-03","Pulau Tagajawan","Malaysia",7.3,117.277,1.5,"Bleaching (% of population)",310,"ERG045",0.715,302.09,178225.113957405,54738.9227120876,34640.9290924072,"Non MPA",NA
"734",734,2003,"17-Jun-03","Bankawan Reef (SW)","Malaysia",7.19417,117.297,6,"Bleaching (% of population)",40,"ERG045",0,302.55,201648.622381568,61344.5346632004,29537.9843489528,"Non MPA",NA
"735",735,2003,"16-Jun-03","Kampong Dogoton (Pulau Banggi)","Malaysia",7.35183,117.285,4,"Bleaching (% of population)",0,"ERG045",0,301.91,169515.376799583,51398.1026284695,32372.9115695953,"Non MPA",NA
"736",736,2003,"13-Jun-03","Bankawan 1","Malaysia",7.23233,117.295,3.7,"Bleaching (% of population)",0,"ERG045",1.44,302.36,190687.25863874,58778.6642892361,29413.0294735432,"Non MPA",NA
"737",737,2003,"13-Jun-03","Bankawan 1","Malaysia",7.23233,117.295,7.6,"Bleaching (% of population)",0,"ERG045",1.44,302.36,190687.25863874,58778.6642892361,29413.0294735432,"Non MPA",NA
"738",738,2003,"13-Jun-03","Bankawan 2","Malaysia",7.28433,117.321,2.7,"Bleaching (% of population)",0,"ERG045",0,302.36,177036.681263924,54650.9917199612,25672.3271656036,"Non MPA",NA
"739",739,2003,"22-Jun-03","Pulau Guhan","Malaysia",7.37533,117.325,4.2,"Bleaching (% of population)",0,"ERG045",0,301.14,157809.293532372,48067.4860188961,25431.5527381897,"Non MPA",NA
"740",740,2009,"15-Nov-09","Oarsman Bay","Fiji",-16.9141,177.385,3.5,"Bleaching (% of population)",4,"ERG111",0,299.8,242496.910044119,4874.70877867937,3009.72147482634,"Non MPA",NA
"741",741,2009,"09-Jul-09","Mandidarah East","Malaysia",6.89381,117.348,5,"Bleaching (% of population)",0,"ERG045",3.08,303.87,272631.651334941,70245.3889832497,12614.5364844799,"Non MPA",NA
"742",742,2003,"18-Jun-03","Banggi Outer Northeast Reef 1","Malaysia",7.39333,117.343,5.1,"Bleaching (% of population)",20,"ERG045",0,301.14,151631.842803001,45958.0884863734,23630.2859230042,"Non MPA",NA
"743",743,2003,"19-Jun-03","Pulau Kalangkaman 1","Malaysia",7.34717,117.347,4,"Bleaching (% of population)",20,"ERG045",1.11,301.14,157980.987900734,47886.5477120876,26348.7218074799,"Non MPA",NA
"744",744,2003,"14-Jun-03","Pulau Latoan (Bankawan Reef)","Malaysia",7.26033,117.348,4.9,"Bleaching (% of population)",0,"ERG045",0,302.36,176914.277624488,53754.4772393703,22489.7996997833,"Non MPA",NA
"745",745,2003,"18-Jun-03","Banggi Outer Northeast Reef 2","Malaysia",7.38967,117.353,6.1,"Bleaching (% of population)",90,"ERG045",0,301.14,149199.242377281,45958.0884863734,22290.2876319885,"Non MPA",NA
"746",746,2003,"19-Jun-03","Pulau Kalangkaman 2","Malaysia",7.33883,117.355,3.6,"Bleaching (% of population)",100,"ERG045",1.11,301.14,160437.499402046,47885.0897729397,25131.5770320892,"Non MPA",NA
"747",747,2009,"09-Jul-09","Lubani Reef","Malaysia",6.89056,117.377,5,"Bleaching (% of population)",0,"ERG045",2.07,303.64,268381.879072368,64951.7617630959,9688.19770503044,"Non MPA",NA
"748",748,2003,"17-Jun-03","Bankawan Reef 3","Malaysia",7.2665,117.376,3,"Bleaching (% of population)",5,"ERG045",0,301.91,171864.929624915,51208.3741204739,16472.2433795929,"Non MPA",NA
"749",749,2009,"10-Jul-09","Tahingan","Malaysia",6.89569,117.516,5,"Bleaching (% of population)",0,"ERG045",1.43,303.84,228630.660397947,36909.9606425166,1204.48431283236,"Non MPA",NA
"750",750,2009,"10-Jul-09","Tahingan","Malaysia",6.89569,117.516,10,"Bleaching (% of population)",0,"ERG045",1.43,303.84,228630.660397947,36909.9606425166,1204.48431283236,"Non MPA",NA
"751",751,2009,"10-Jul-09","Sipindung Reef","Malaysia",6.86792,117.556,10,"Bleaching (% of population)",0,"ERG045",3.33,304,230671.716027677,29607.357768476,1167.41863393784,"Non MPA",NA
"752",752,2010,"11-Aug-10","Goby Rock","Malaysia",6.47908,117.891,14,"Bleaching (% of population)",0,"ERG045",5.5,303.59,501784.894987762,15977.9585418105,899.134621679783,"MPA","2001"
"753",753,2010,"17-Jun-10","Mel's Rock","Malaysia",6.48331,117.893,13.1,"Bleaching (% of population)",6,"ERG045",7.68,303.35,501784.894987762,15903.0689925551,899.134621679783,"MPA","2001"
"754",754,2009,"22-Jul-09","Reef 38","Malaysia",6.54364,117.92,12,"Bleaching (% of population)",0,"ERG045",1.25,303.24,437291.485766113,11464.0246962905,119.283722937107,"MPA","2001"
"755",755,2010,"09-Jun-10","Reef 38","Malaysia",6.54364,117.92,12,"Bleaching (% of population)",0,"ERG045",3.79,304.51,437291.485766113,11464.0246962905,119.283722937107,"MPA","2001"
"756",756,2010,"10-Aug-10","Pegaso Reef","Malaysia",6.56211,117.92,12,"Bleaching (% of population)",0,"ERG045",5.25,303.4,411642.34681958,10718.8182011247,3.83081918954849,"MPA","2001"
"757",757,2009,"01-May-09","Edwin Rock","Malaysia",6.51389,117.924,4,"Bleaching (% of population)",0,"ERG045",8.39,303.52,458447.633528411,11986.1080207229,119.283722937107,"MPA","2001"
"758",758,2010,"16-Jul-10","Bimbo Rock","Malaysia",6.52039,117.93,14,"Bleaching (% of population)",17,"ERG045",5.77,303.05,454455.69743222,11044.3019446731,119.283722937107,"MPA","2001"
