"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR","pop100km","pop50km","pop25km"
"8170",2006,"10-Jan-06","Pelican Point #2","Honduras",15.9776,-86.4846,11,"Bleaching (% of population)",11,"ERG136",1.13,298.75,776282.275367812,323296.402116925,11144.9359998703,"MPA",2003,710357.929908717,288934.410966456,10094.2423429489
"8171",2006,"18-Mar-06","Jena's Cove 2","Honduras",15.9647,-86.5002,5,"Bleaching (% of population)",0,"ERG136",0,299.93,785075.779407577,328177.120856285,13410.014582634,"MPA",2003,717125.208459639,289386.078659952,17062.1237440109
"8172",2006,"18-Mar-06","Jena's Cove 2","Honduras",15.9647,-86.5002,13,"Bleaching (% of population)",4,"ERG136",0,299.93,785075.779407577,328177.120856285,13410.014582634,"MPA",2003,717125.208459639,289386.078659952,17062.1237440109
"8173",2006,"04-Apr-06","Jena's Cove 2","Honduras",15.9647,-86.5002,12,"Bleaching (% of population)",40,"ERG136",0,299.99,785075.779407577,328177.120856285,13410.014582634,"MPA",2003,717125.208459639,289386.078659952,17062.1237440109
"8174",2006,"06-Apr-06","Jena's Cove 2","Honduras",15.9647,-86.5002,6,"Bleaching (% of population)",0,"ERG136",0,301.23,785075.779407577,328177.120856285,13410.014582634,"MPA",2003,717125.208459639,289386.078659952,17062.1237440109
"8175",2006,"29-Mar-06","Pelican Point 1B","Honduras",15.9525,-86.5,7,"Bleaching (% of population)",0,"ERG136",1.05,300.11,790903.143863753,337056.10013485,16971.9972486496,"MPA",2003,720915.12991097,293281.393095776,20270.0585867763
"8176",2006,"29-Mar-06","Pelican Point 1B","Honduras",15.9525,-86.5,12,"Bleaching (% of population)",1,"ERG136",1.05,300.11,790903.143863753,337056.10013485,16971.9972486496,"MPA",2003,720915.12991097,293281.393095776,20270.0585867763
"8177",2006,"20-Mar-06","Jena's Cave","Honduras",15.9648,-86.5004,6,"Bleaching (% of population)",55,"ERG136",0,299.93,785072.755664901,328177.120856285,13410.014582634,"MPA",2003,717110.346441054,289044.982014596,16957.6902723312
"8178",2006,"20-Mar-06","Jena's Cave","Honduras",15.9648,-86.5004,15,"Bleaching (% of population)",40,"ERG136",0,299.93,785072.755664901,328177.120856285,13410.014582634,"MPA",2003,717110.346441054,289044.982014596,16957.6902723312
"8179",2006,"01-Apr-06","Jena's Cave","Honduras",15.9648,-86.5004,4,"Bleaching (% of population)",60,"ERG136",0,299.99,785072.755664901,328177.120856285,13410.014582634,"MPA",2003,717110.346441054,289044.982014596,16957.6902723312
"8180",2006,"01-Apr-06","Jena's Cave","Honduras",15.9648,-86.5004,13,"Bleaching (% of population)",1,"ERG136",0,299.99,785072.755664901,328177.120856285,13410.014582634,"MPA",2003,717110.346441054,289044.982014596,16957.6902723312
"8181",2006,"15-Mar-06","The Arena","Honduras",15.9542,-86.5178,6,"Bleaching (% of population)",0,"ERG136",2.38,300.02,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,726684.335560942,290723.817587271,19948.4831091762
"8182",2006,"15-Mar-06","The Arena","Honduras",15.9542,-86.5178,13,"Bleaching (% of population)",0,"ERG136",2.38,300.02,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,726684.335560942,290723.817587271,19948.4831091762
"8183",2006,"30-Mar-06","The Arena","Honduras",15.9542,-86.5178,6,"Bleaching (% of population)",0,"ERG136",1.05,300.11,795193.111198501,334604.130596222,17367.0798902512,"MPA",2003,726684.335560942,290723.817587271,19948.4831091762
"8184",2006,"17-Mar-06","Cayo Timon","Honduras",15.9379,-86.5231,6,"Bleaching (% of population)",32,"ERG136",2.38,300.02,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,737453.931759322,304098.767934278,23385.4788610339
"8185",2006,"17-Mar-06","Cayo Timon","Honduras",15.9379,-86.5231,13,"Bleaching (% of population)",1,"ERG136",2.38,300.02,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,737453.931759322,304098.767934278,23385.4788610339
"8186",2006,"31-Mar-06","Cayo Timon","Honduras",15.9379,-86.5231,5,"Bleaching (% of population)",0,"ERG136",1.05,300.11,814027.302364425,340233.131321015,22111.7495679855,"MPA",2003,737453.931759322,304098.767934278,23385.4788610339
"8187",2006,"27-Jul-06","Linda's Wall","Honduras",16.104,-86.8746,9,"Bleaching (% of population)",40,"ERG136",1.61,303.49,689167.29275708,235365.252407411,3508.05547020771,"MPA",2010,642996.955417627,205930.415305808,2997.77392376959
"8188",2006,"02-Mar-06","Ted's Point","Honduras",16.0867,-86.8861,4,"Bleaching (% of population)",0,"ERG136",1.14,299.59,699911.572725342,240481.574950375,3508.05547020771,"MPA",2010,653045.779031032,210584.223910078,2997.77392376959
"8189",2006,"24-Jul-06","Blackbird Point","Honduras",16.1283,-86.8875,12,"Bleaching (% of population)",10,"ERG136",1.28,301.1,663026.5258656,226879.255413393,3508.05547020771,"MPA",2010,622719.268093341,201673.41694887,2997.77392376959
"8190",2006,"22-Feb-06","Oliver's Wreck","Honduras",16.0853,-86.8919,4,"Bleaching (% of population)",4,"ERG136",1.14,299.2,702024.032533691,239752.965819515,3508.05547020771,"MPA",2010,652672.169950241,210367.116859466,2997.77392376959
"8191",2006,"22-Feb-06","Oliver's Wreck","Honduras",16.0853,-86.8919,8,"Bleaching (% of population)",0,"ERG136",1.14,299.2,702024.032533691,239752.965819515,3508.05547020771,"MPA",2010,652672.169950241,210367.116859466,2997.77392376959
"8192",2006,"27-Feb-06","Eagle Ray Alley","Honduras",16.085,-86.8933,4,"Bleaching (% of population)",0,"ERG136",1.14,299.2,698054.652895019,239752.965819515,3508.05547020771,"MPA",2010,652937.234585518,210483.723229915,2997.77392376959
"8193",2006,"28-Feb-06","Airport Caves","Honduras",16.085,-86.8942,4,"Bleaching (% of population)",0,"ERG136",1.14,299.2,698054.652895019,239320.326110043,3508.05547020771,"MPA",2010,652737.471034998,210453.715686828,2997.77392376959
"8194",2006,"24-Feb-06","Ron's Wreck","Honduras",16.085,-86.8947,4,"Bleaching (% of population)",121,"ERG136",1.14,299.2,694995.915834473,239320.326110043,3508.05547020771,"MPA",2010,652648.247661585,210434.515777618,2997.77392376959
"8195",2006,"24-Feb-06","Ron's Wreck","Honduras",16.085,-86.8947,8,"Bleaching (% of population)",0,"ERG136",1.14,299.2,694995.915834473,239320.326110043,3508.05547020771,"MPA",2010,652648.247661585,210434.515777618,2997.77392376959
"8196",2006,"18-Jul-06","Laguna Beach Reef","Honduras",16.0819,-86.9153,4,"Bleaching (% of population)",20,"ERG136",1.97857142857143,301.647142857143,704863.492773869,237741.751407199,3508.05547020771,"MPA",2010,654467.716488355,212209.206363291,2997.77392376959
"8197",2006,"18-Jul-06","Laguna Beach Reef","Honduras",16.0819,-86.9153,11,"Bleaching (% of population)",20,"ERG136",1.97857142857143,301.647142857143,704863.492773869,237741.751407199,3508.05547020771,"MPA",2010,654467.716488355,212209.206363291,2997.77392376959
"8198",2006,"19-Jul-06","Black Coral Wall","Honduras",16.0808,-86.9159,5,"Bleaching (% of population)",20,"ERG136",1.97857142857143,301.272857142857,705241.359869816,237741.751407199,3508.05547020771,"MPA",2010,655117.9307661,212299.301856846,2997.77392376959
"8199",2006,"19-Jul-06","Black Coral Wall","Honduras",16.0808,-86.9159,10,"Bleaching (% of population)",20,"ERG136",1.97857142857143,301.272857142857,705241.359869816,237741.751407199,3508.05547020771,"MPA",2010,655117.9307661,212299.301856846,2997.77392376959
"8200",2006,"22-Jul-06","Silver Gardens","Honduras",16.0796,-86.9185,5,"Bleaching (% of population)",25,"ERG136",2.34,301.36,706646.201895573,238457.778262667,3508.05547020771,"MPA",2010,656461.601424688,212466.131553024,2997.77392376959
"8201",2006,"21-Jul-06","Kenny's Reef","Honduras",16.079,-86.9194,5,"Bleaching (% of population)",25,"ERG136",2.34,301.36,706646.201895573,238457.778262667,3508.05547020771,"MPA",2010,656813.339104885,212576.74849087,2997.77392376959
"8202",2006,"22-Jul-06","Pretty Bush","Honduras",16.0785,-86.9214,5,"Bleaching (% of population)",20,"ERG136",2.34,301.36,712313.541495183,230873.639102511,3508.05547020771,"MPA",2010,657572.397279495,211898.954968214,2997.77392376959
"8203",2006,"25-Jul-06","Green House","Honduras",16.0782,-86.9228,5,"Bleaching (% of population)",40,"ERG136",2.34,301.36,710779.235220768,230306.891238742,3508.05547020771,"MPA",2010,657681.452327484,213196.519476652,2997.77392376959
"8204",2006,"25-Jul-06","Little Little Bight Buoy 1","Honduras",16.0769,-86.9252,5,"Bleaching (% of population)",50,"ERG136",2.34,301.36,707461.699454167,238070.677569918,3508.05547020771,"MPA",2010,658589.451257223,212846.990344524,2997.77392376959
"8205",2006,"28-Jul-06","Little Little Bight Buoy 2","Honduras",16.0761,-86.9273,4,"Bleaching (% of population)",20,"ERG136",2.34,304.07,705903.08550153,239585.979449801,3508.05547020771,"MPA",2010,659305.49933576,211580.696595728,2997.77392376959
"8206",2006,"24-Feb-06","Old Airport","Honduras",16.0817,-86.9183,4,"Bleaching (% of population)",3,"ERG136",0.634285714285714,299.658571428571,704863.492773869,237891.030398898,3508.05547020771,"MPA",2010,654783.003196949,212418.878504127,2997.77392376959
"8207",2006,"24-Feb-06","Old Airport","Honduras",16.0817,-86.9183,8,"Bleaching (% of population)",0,"ERG136",0.634285714285714,299.658571428571,704863.492773869,237891.030398898,3508.05547020771,"MPA",2010,654783.003196949,212418.878504127,2997.77392376959
"8208",2006,"28-Jul-06","Little Bight Buoy 1","Honduras",16.0754,-86.929,5,"Bleaching (% of population)",20,"ERG136",2.34,304.07,710071.595755436,239585.979449801,3508.05547020771,"MPA",2010,660168.79702478,211339.393872321,2997.77392376959
"8209",2006,"23-Feb-06","Lighthouse","Honduras",16.1083,-86.9514,4,"Bleaching (% of population)",0,"ERG136",0.482857142857143,299.537142857143,683568.355487533,222620.671799416,3508.05547020771,"MPA",2010,623862.054184639,199579.58003439,2997.77392376959
"8210",2006,"30-Sep-06","Jardines Palancar","Mexico",20.4979,-86.9551,8.5,"Bleaching (% of population)",0,"ERG136",1.06,301.54,982879.483476248,251537.268100228,229572.452938304,"Non MPA",NA,854910.173520766,208040.562949662,190301.05723819
"8211",2006,"30-Sep-06","Paraiso","Mexico",20.4708,-86.9821,10.7,"Bleaching (% of population)",0,"ERG136",0,302.13,984540.018657111,251668.458072659,209117.341881123,"MPA",2000,855665.30818003,207976.982446595,181782.135809483
"8212",2006,"26-Jul-06","Spotted Bay","Honduras",16.0877,-86.9969,8,"Bleaching (% of population)",0,"ERG136",0,304.01,751711.163765855,222868.354522683,3508.05547020771,"MPA",2010,673844.526398265,195594.880387938,2997.77392376959
"8213",2006,"26-Jul-06","Ragedy Cay New Buoy","Honduras",16.0868,-87.0019,8,"Bleaching (% of population)",30,"ERG136",0,304.01,769832.904610582,222868.354522683,3508.05547020771,"MPA",2010,679934.362637603,196194.826121754,2997.77392376959
"8214",2006,"20-Jul-06","Ragedy Cay","Honduras",16.0856,-87.0042,5,"Bleaching (% of population)",40,"ERG136",0,300.92,767827.313546129,227977.651885964,3508.05547020771,"MPA",2010,681858.692259395,198106.617951816,2997.77392376959
"8215",2006,"20-Jul-06","Ragedy Cay","Honduras",16.0856,-87.0042,8,"Bleaching (% of population)",8,"ERG136",0,300.92,767827.313546129,227977.651885964,3508.05547020771,"MPA",2010,681858.692259395,198106.617951816,2997.77392376959
"8216",2006,"02-Feb-06","Herradura","Mexico",20.3294,-87.0276,10,"Bleaching (% of population)",60,"ERG136",0,299.7675,964395.531259242,259574.608672526,78673.2626493834,"MPA",2000,842642.073348653,213434.016585001,73886.7795915543
"8217",2006,"02-Feb-06","Jardines","Mexico",20.3368,-87.0307,10,"Bleaching (% of population)",25,"ERG136",0,299.7675,965140.534397664,259574.608672526,78789.7945707701,"MPA",2000,844406.614139761,213448.989292214,74027.6860947995
"8218",2006,"16-Feb-06","Colombia Bajo","Mexico",20.3206,-87.0245,9,"Bleaching (% of population)",10,"ERG136",0,299.14,962907.127141538,259304.975152519,78673.2177731767,"MPA",2000,838748.029292356,213372.771527968,73775.0943053528
"8219",2006,"16-Feb-06","La Francesa","Mexico",20.3617,-87.0273,6.3,"Bleaching (% of population)",0,"ERG136",0,299.0975,970564.414518665,256888.94601145,79073.3808422945,"MPA",2000,853777.677671837,213265.661425782,74324.1179622231
"8220",2006,"05-Apr-06","El Barco","Mexico",19.6998,-87.4171,2,"Bleaching (% of population)",0,"ERG136",0,300.03,133505.163335571,1480.01254785198,275.635493597656,"MPA",2000,83453.2264329317,745.133865330128,356.793553109434
"8221",2006,"06-Apr-06","El Faro","Mexico",19.7862,-87.4417,1.5,"Bleaching (% of population)",0,"ERG136",0,299.98,178249.513528446,20689.9994391403,478.319120327651,"MPA",2000,157871.430398411,15735.6077694773,361.913158570478
"8222",2006,"14-Sep-06","Jardines","Mexico",20.6258,-87.0628,8.7,"Bleaching (% of population)",0,"ERG136",0.336666666666667,302.6,1018326.93263671,264059.254357036,235587.554947365,"MPA",2016,887806.291622213,217106.440082301,195497.786619634
"8223",2006,"09-Dec-06","Jardines","Mexico",20.6258,-87.0628,7.9,"Bleaching (% of population)",120,"ERG136",3.63333333333333,300.403333333333,1018326.93263671,264059.254357036,235587.554947365,"MPA",2016,887806.291622213,217106.440082301,195497.786619634
"8224",2006,"28-Aug-06","Basil Jones","Belize",18.0863,-87.8659,2,"Bleaching (% of population)",0,"ERG136",1.708,302.1,336535.720103216,31296.284045097,3554.44467567885,"MPA",1996,335156.255143759,8539.9349653516,2453.05699451454
"8225",2006,"28-Aug-06","Basil Jones","Belize",18.0863,-87.8659,15.8,"Bleaching (% of population)",27,"ERG136",1.708,302.1,336535.720103216,31296.284045097,3554.44467567885,"MPA",1996,335156.255143759,8539.9349653516,2453.05699451454
"8226",2006,"28-Aug-06","Mexico Rocks","Belize",17.994,-87.9047,3.3,"Bleaching (% of population)",1,"ERG136",1.05,303.82,352039.224604499,39414.0979771321,4019.20060993312,"Non MPA",NA,343477.955398785,11310.7183509592,2202.64375265874
"8227",2006,"28-Aug-06","Mexico Rocks","Belize",17.994,-87.9047,16.7,"Bleaching (% of population)",20,"ERG136",1.05,303.82,352039.224604499,39414.0979771321,4019.20060993312,"Non MPA",NA,343477.955398785,11310.7183509592,2202.64375265874
"8228",2006,"28-Aug-06","Tres Cocos","Belize",17.9301,-87.9394,1.7,"Bleaching (% of population)",0,"ERG136",0,301.94,364728.130824995,46955.007483453,3828.02434696397,"Non MPA",NA,350886.460417709,13487.4575024922,2246.99720026366
"8229",2006,"28-Aug-06","Tres Cocos","Belize",17.9301,-87.9394,15,"Bleaching (% of population)",6,"ERG136",0,301.94,364728.130824995,46955.007483453,3828.02434696397,"Non MPA",NA,350886.460417709,13487.4575024922,2246.99720026366
"8230",2006,"23-Aug-06","San Pedro Canyons","Belize",17.9073,-87.9528,2.7,"Bleaching (% of population)",0,"ERG136",1,301.52,369257.792570038,50272.1130275433,3691.84142102441,"Non MPA",NA,353077.895562606,15231.1692695934,2206.4806993138
"8231",2006,"23-Aug-06","San Pedro Canyons","Belize",17.9073,-87.9528,11.7,"Bleaching (% of population)",6,"ERG136",1,301.52,369257.792570038,50272.1130275433,3691.84142102441,"Non MPA",NA,353077.895562606,15231.1692695934,2206.4806993138
"8232",2006,"31-Aug-06","Tackle Box","Belize",17.9124,-87.9506,1.3,"Bleaching (% of population)",0,"ERG136",1,302.72,367633.379732652,50144.1824140255,3607.20242871484,"Non MPA",NA,352703.715173006,14869.2155129779,2216.05059544556
"8233",2006,"31-Aug-06","Tackle Box","Belize",17.9124,-87.9506,14,"Bleaching (% of population)",9,"ERG136",1,302.72,367633.379732652,50144.1824140255,3607.20242871484,"Non MPA",NA,352703.715173006,14869.2155129779,2216.05059544556
"8234",2006,"31-Aug-06","Cypress","Belize",17.8822,-87.9643,1.3,"Bleaching (% of population)",0,"ERG136",1,302.72,362504.573127247,51573.9744535391,3479.44703151425,"Non MPA",NA,352588.911508005,30116.8884761687,2196.92005956732
"8235",2006,"31-Aug-06","Cypress","Belize",17.8822,-87.9643,14.2,"Bleaching (% of population)",9,"ERG136",1,302.72,362504.573127247,51573.9744535391,3479.44703151425,"Non MPA",NA,352588.911508005,30116.8884761687,2196.92005956732
"8236",2006,"29-Aug-06","Hol Chan","Belize",17.8607,-87.9732,1.7,"Bleaching (% of population)",0,"ERG136",1.17,303.54,365971.523030795,57052.4911456783,2996.73238994321,"MPA",1987,346988.61955549,43945.9910460543,2166.83386238851
"8237",2006,"29-Aug-06","Hol Chan","Belize",17.8607,-87.9732,13.3,"Bleaching (% of population)",2,"ERG136",1.17,303.54,365971.523030795,57052.4911456783,2996.73238994321,"MPA",1987,346988.61955549,43945.9910460543,2166.83386238851
"8238",2006,"29-Aug-06","Coral Gardens","Belize",17.8256,-87.9838,2.7,"Bleaching (% of population)",0,"ERG136",0,303.54,369818.723252691,60587.7284232914,2696.52556683263,"Non MPA",NA,352892.013494647,53021.2493929099,2154.31136096083
"8239",2006,"29-Aug-06","Coral Gardens","Belize",17.8256,-87.9838,16.7,"Bleaching (% of population)",13,"ERG136",0,303.54,369818.723252691,60587.7284232914,2696.52556683263,"Non MPA",NA,352892.013494647,53021.2493929099,2154.31136096083
"8240",2006,"29-Aug-06","Cay Caulker Reef","Belize",17.7854,-87.9921,3.3,"Bleaching (% of population)",0,"ERG136",1.2,303.86,370834.296302236,62544.6145786582,2130.63934190711,"MPA",1998,356115.670352335,58325.4516781736,2184.00698381104
"8241",2006,"29-Aug-06","Cay Caulker Reef","Belize",17.7854,-87.9921,14.2,"Bleaching (% of population)",11,"ERG136",1.2,303.86,370834.296302236,62544.6145786582,2130.63934190711,"MPA",1998,356115.670352335,58325.4516781736,2184.00698381104
"8242",2006,"29-Aug-06","Caye Chapel","Belize",17.6849,-88.0103,5,"Bleaching (% of population)",0,"ERG136",1.15,304.39,358609.374897934,66366.4665962993,2353.43989261985,"Non MPA",NA,354511.954054016,68282.4519879315,1343.19288560003
"8243",2006,"29-Aug-06","Caye Chapel","Belize",17.6849,-88.0103,15,"Bleaching (% of population)",3,"ERG136",1.15,304.39,358609.374897934,66366.4665962993,2353.43989261985,"Non MPA",NA,354511.954054016,68282.4519879315,1343.19288560003
"8244",2006,"02-Mar-06","Mambo Wall","Belize",16.4544,-88.0103,12,"Bleaching (% of population)",155,"ERG136",1.22,299.63,748501.559044748,4328.19653470442,25.2891063988209,"MPA",2000,569472.362849407,7648.66000615805,5.7829572185874
"8245",2006,"28-Feb-06","Coral Gardens","Belize",18.035,-88.0313,10,"Bleaching (% of population)",6,"ERG136",4.22,299.37,374331.134637725,61268.3692799178,14296.6112457677,"Non MPA",NA,355283.541730287,23539.1439152227,3231.40887284838
"8246",2006,"01-Mar-06","Laughing Bird Caye","Belize",16.4422,-88.196,12,"Bleaching (% of population)",35,"ERG136",4.88,299.28,785987.411020844,16603.511665713,365.593781035393,"MPA",1996,556738.297502257,21192.9820367061,1215.86704061739
"8247",2006,"06-Apr-06","Lime Caye Wall","Belize",16.0951,-88.2714,10,"Bleaching (% of population)",12,"ERG136",0,301.23,1979606.05043747,141146.627461057,1.57898885011673,"MPA",1996,1844182.63755585,110625.204214687,0.421126259490848
